year,date_,time,race,sex,age,wound,location,point_x,point_y,fatal
2015,2015-08-12 00:00:00+00,00:47:00,B,M,25,Stomach,5500 BLOCK Crowson St,-75.16177078,40.04298277,0
2015,2015-08-12 00:00:00+00,00:47:00,B,M,18,Foot,5500 BLOCK Crowson St,-75.16177078,40.04298277,0
2015,2015-08-12 00:00:00+00,00:47:00,B,M,25,Stomach,5500 BLOCK Crowson St,-75.16177078,40.04298277,0
2021,2021-10-26 00:00:00+00,18:23:00,B,F,17,Leg,5800 BLOCK OSCEOLA ST,-75.1717227,40.04103673,0
2015,2015-08-26 00:00:00+00,,,M,,,100 Block of E Pastorius St,-75.17767422,40.04335408,
2023,2023-09-16 00:00:00+00,01:30:00,B,F,45,Abdomen,100 BLOCK E PASTORIUS ST,-75.17715229,40.0440989,1
2019,2019-05-10 00:00:00+00,15:27:00,B,M,57,Leg,100 BLOCK Carpenter Ln,-75.19084691,40.05124361,0
2016,2016-06-29 00:00:00+00,17:21:00,B,M,13,Head,0 BLOCK E Walnut Ln,-75.17748302,40.04152916,1
2016,2016-01-09 00:00:00+00,02:04:00,B,M,22,Leg,600 BLOCK Church St,-75.16340009,40.04136046,0
2022,2022-12-01 00:00:00+00,18:01:00,B,M,36,Arm,7100 BLOCK CHEW AVE,-75.18788569,40.05963773,0
2022,2022-10-03 00:00:00+00,17:56:00,B,M,16,Abdomen,6300 BLOCK MUSGRAVE ST,-75.17701682,40.05030136,0
2022,2022-10-11 00:00:00+00,19:58:00,B,M,58,Multiple,1400 BLOCK E SHARPNACK ST,-75.16354139,40.07097859,1
2022,2022-11-17 00:00:00+00,14:40:00,B,M,27,Multiple,5800 BLOCK CRITTENDEN ST,-75.1596462,40.0537109,1
2022,2022-12-07 00:00:00+00,21:03:00,W,F,59,Multiple/Head,0 BLOCK BETHLEHEM PK,-75.20847036,40.07861656,1
2023,2023-03-24 00:00:00+00,,,M,,,1500 Block of E Johnson St,-75.16574696,40.06158994,
2020,2020-09-18 00:00:00+00,,,M,,,1400 Block of Sharpnack St,-75.16394152,40.07071975,
2023,2023-08-29 00:00:00+00,20:54:00,B,M,33,Multiple,200 BLOCK E ASHMEAD ST,-75.16434907,40.03375056,1
2023,2023-04-10 00:00:00+00,11:01:00,A,M,38,Multiple,6300 BLOCK STENTON AVE,-75.16572647,40.05963253,0
2023,2023-01-16 00:00:00+00,18:09:00,B,F,25,Multiple/Head,5500 BLOCK CROWSON ST,-75.16219373,40.04311285,1
2023,2023-12-12 00:00:00+00,16:22:00,B,M,26,Buttocks,1800 BLOCK W DALLAS ST,-75.14621138,40.06290873,0
2020,2020-09-19 00:00:00+00,00:20:00,B,F,59,Wrist,7600 BLOCK WILLIAMS AVE APT 1,-75.16141714,40.06962561,0
2022,2022-09-10 00:00:00+00,,,M,,,500 Block of E Brinton St,-75.17680572,40.05024394,
2021,2021-06-14 00:00:00+00,,,M,,,300 Block of Glen Echo Rd,-75.19330729,40.05376462,
2023,2023-01-14 00:00:00+00,21:50:00,B,M,24,Back,500 BLOCK E HAINES ST,-75.17028016,40.04484525,0
2023,2023-01-09 00:00:00+00,21:25:00,B,M,27,Leg,1300 BLOCK NARRAGANSETT ST,-75.15852462,40.0553062,0
2023,2023-01-09 00:00:00+00,21:25:00,B,M,27,Back,1300 BLOCK NARRAGANSETT ST,-75.15852462,40.0553062,0
2023,2023-05-20 00:00:00+00,13:22:00,B,M,25,Multiple,7300 BLOCK THOURON AVE,-75.15776384,40.06529483,0
2022,2022-07-06 00:00:00+00,00:15:00,B,M,24,Multiple,900 BLOCK E LOCUST AVE,-75.1609852,40.04580741,1
2022,2022-02-21 00:00:00+00,05:17:00,B,F,56,Multiple/HEAD,100 BLOCK MAYLAND ST,-75.17834964,40.04466584,1
2022,2022-12-17 00:00:00+00,16:08:00,B,M,19,Multiple,6300 BLOCK STENTON AVE,-75.16686013,40.06028344,0
2023,2023-05-20 00:00:00+00,13:21:00,B,M,27,Leg,7300 BLOCK THOURON AVE,-75.15776384,40.06529483,0
2023,2023-02-20 00:00:00+00,21:20:00,B,M,30,Leg,400 BLOCK MECHANIC ST,-75.17141897,40.04472736,0
2024,2024-04-08 00:00:00+00,14:35:00,W,M,23,Abdomen,7400 BLOCK REVERE ST,-75.0496373,40.04591853,1
2020,2020-06-13 00:00:00+00,17:29:00,B,M,29,Chest,2000 BLOCK CARVER ST,-75.06479254,40.01530429,1
2020,2020-06-16 00:00:00+00,03:15:00,B,F,18,Arm,4000 BLOCK FRANKFORD AVE,-75.09152476,40.00634971,0
2020,2020-06-30 00:00:00+00,07:40:00,B,M,39,HEAD,2000 BLOCK GRANITE ST,-75.07195159,40.01528042,1
2020,2020-08-10 00:00:00+00,15:34:00,W,M,23,Multiple,5200 BLOCK TORRESDALE AVE,-75.06927428,40.01351191,0
2020,2020-11-20 00:00:00+00,04:30:00,B,M,20,Ankle,4100 BLOCK KENSINGTON AVE,-75.09059323,40.00905371,0
2017,2017-10-21 00:00:00+00,02:32:00,B,M,26,Shoulder,1600 BLOCK Cheltenham Ave,-75.07806277,40.02806009,0
2017,2017-03-27 00:00:00+00,03:11:00,B,M,21,Leg,4300 BLOCK Griscom St,-75.08848604,40.01302834,0
2016,2016-11-28 00:00:00+00,21:00:00,W,M,14,Chest,6200 BLOCK Brous St,-75.06558209,40.02924965,1
2016,2016-11-18 00:00:00+00,01:00:00,B,M,30,Foot,1600 BLOCK Meadow St,-75.08232311,40.01477689,0
2016,2016-09-21 00:00:00+00,05:43:00,B,M,22,Multiple,5200 BLOCK Frankford Ave,-75.07788303,40.02248361,0
2016,2016-08-13 00:00:00+00,09:30:00,B,M,24,Multiple,1500 BLOCK Wakeling St,-75.08173018,40.02097804,0
2016,2016-08-11 00:00:00+00,04:07:00,B,M,17,Leg,2000 BLOCK CHELTENHAM AVE,-75.15028386,40.06927888,0
2016,2016-07-05 00:00:00+00,02:38:00,W,M,20,Arm,6500 BLOCK Torresdale Ave,-75.04890441,40.02295063,0
2016,2016-06-07 00:00:00+00,12:15:00,B,M,19,Hand,4600 BLOCK Frankford Ave,-75.08552091,40.01489321,0
2016,2016-01-30 00:00:00+00,20:35:00,B,M,24,chest,4700 BLOCK Griscom St,-75.08473445,40.01708321,0
2016,2016-01-09 00:00:00+00,10:14:00,B,M,38,Multiple,4700 BLOCK Griscom St,-75.08473445,40.01708321,0
2024,2024-11-19 00:00:00+00,21:09:00,W,M,28,Arm,6500 BLOCK BATTERSBY ST,-75.06020551,40.0322925,0
2024,2024-11-07 00:00:00+00,20:49:00,B,M,32,Multiple,6500 BLOCK TORRESDALE AVE,-75.04995423,40.02256769,0
2024,2024-10-29 00:00:00+00,23:30:00,B,M,16,Buttocks,GLENLOCH & PRATT ST,-75.07272169,40.01516525,0
2024,2024-09-12 00:00:00+00,01:21:00,B,M,42,Leg,6500 BLOCK TORRESDALE AVE,-75.04995423,40.02256769,0
2024,2024-07-31 00:00:00+00,00:39:00,B,M,21,Multiple,5200 BLOCK HARBISON AVE,-75.06876572,40.01280327,0
2024,2024-07-05 00:00:00+00,16:40:00,B,M,24,Multiple,7100 BLOCK JAMES ST,-75.03540278,40.02479458,1
2022,2022-10-15 00:00:00+00,08:00:00,B,M,25,Chest,4300 BLOCK PILLING ST,-75.0930663,40.01438711,0
2022,2022-10-30 00:00:00+00,01:37:00,B,M,36,Leg,5000 BLOCK FRANKFORD AVE,-75.08013352,40.02051386,0
2023,2023-10-28 00:00:00+00,21:08:00,W,F,47,Head,5000 BLOCK HOMESTEAD ST,-75.05557352,40.01230241,0
2020,2020-02-17 00:00:00+00,20:30:00,B,M,18,Multiple,4300 BLOCK Cottman Ave,-75.03832728,40.03385161,0
2021,2021-08-09 00:00:00+00,21:34:00,B,M,35,Leg,5200 BLOCK FRANKFORD AVE,-75.07788303,40.02248361,0
2022,2022-11-08 00:00:00+00,00:54:00,B,F,41,Multiple,1900 BLOCK HAWORTH ST,-75.07342758,40.01469084,0
2022,2022-11-08 00:00:00+00,00:54:00,B,M,16,Multiple,1900 BLOCK HAWORTH ST,-75.07342758,40.01469084,0
2022,2022-10-01 00:00:00+00,02:41:00,B,M,50,Chest,5000 BLOCK FRANKFORD AVE,-75.08013352,40.02051386,0
2022,2022-12-09 00:00:00+00,10:13:00,B,M,29,Head,2000 BLOCK CARVER ST,-75.06587444,40.01663687,1
2022,2022-10-01 00:00:00+00,02:41:00,B,M,20,Head,5000 BLOCK FRANKFORD AVE,-75.08013352,40.02051386,0
2022,2022-10-01 00:00:00+00,02:41:00,B,M,38,Ankle,5000 BLOCK FRANKFORD AVE,-75.08013352,40.02051386,0
2022,2022-02-22 00:00:00+00,16:24:00,W,M,21,Multiple,1700 BLOCK BRILL ST,-75.07262785,40.02060578,1
2022,2022-10-01 00:00:00+00,01:32:00,W,M,22,Multiple,4500 BLOCK TORRESDALE AVE,-75.08024908,40.00992804,0
2022,2022-10-01 00:00:00+00,02:41:00,B,M,36,Hand,5000 BLOCK FRANKFORD AVE,-75.08013352,40.02051386,0
2021,2021-05-05 00:00:00+00,12:05:00,B,M,18,Leg,7200 BLOCK JACKSON ST,-75.03746033,40.03193659,0
2021,2021-06-29 00:00:00+00,14:37:00,B,M,19,Arm,4700 BLOCK JAMES ST,-75.07444555,40.00854626,0
2021,2021-07-25 00:00:00+00,17:04:00,W,M,28,Multiple,4000 BLOCK CRESTON ST,-75.06512309,40.02538449,0
2021,2021-08-17 00:00:00+00,15:06:00,B,F,17,Foot,7200 BLOCK TORRESDALE AVE,-75.03600863,40.02977445,0
2021,2021-09-06 00:00:00+00,20:32:00,B,M,25,Leg,4700 BLOCK LEIPER ST,-75.08521391,40.01901343,0
2021,2021-10-06 00:00:00+00,08:00:00,B,F,51,Back,1600 BLOCK DYRE ST,-75.07868033,40.02104997,0
2020,2020-03-08 00:00:00+00,14:18:00,B,M,24,Arm,1600 BLOCK Foulkrod St,-75.08070906,40.0168944,0
2020,2020-03-11 00:00:00+00,14:33:00,B,M,23,Leg,1800 BLOCK HERBERT CT,-75.07809921,40.01450442,0
2020,2020-04-09 00:00:00+00,23:10:00,U,M,,Abdomen,4800 BLOCK TACONY ST,-75.0733562,40.00800604,0
2024,2024-05-31 00:00:00+00,14:45:00,B,M,30,Leg,1300 BLOCK PRATT ST,-75.08128723,40.02433576,0
2020,2020-07-06 00:00:00+00,23:01:00,B,M,33,Chest,4700 BLOCK GRISCOM ST,-75.08356825,40.01825263,1
2020,2020-07-21 00:00:00+00,11:38:00,B,M,21,Abdomen,4700 BLOCK OAKMONT ST,-75.0302841,40.03260158,0
2020,2020-07-24 00:00:00+00,04:35:00,B,F,17,Multiple/Head,4700 BLOCK SHELMIRE AVE,-75.02975293,40.03112417,1
2020,2020-08-30 00:00:00+00,17:11:00,B,M,26,Leg,5200 BLOCK OXFORD AVE,-75.08496771,40.0270278,0
2020,2020-08-30 00:00:00+00,17:11:00,B,M,23,Arm,5200 BLOCK OXFORD AVE,-75.08496771,40.0270278,0
2020,2020-08-30 00:00:00+00,21:11:00,B,M,24,Multiple/Head,5200 BLOCK OXFORD AVE,-75.08496771,40.0270278,0
2020,2020-09-18 00:00:00+00,22:15:00,B,M,36,Hand,5800 BLOCK HEGERMAN ST APT 4,-75.06030815,40.01538561,0
2020,2020-09-26 00:00:00+00,22:30:00,B,M,30,Arm,5300 BLOCK ROOSEVELT BLVD,-75.08649295,40.03045597,0
2020,2020-10-11 00:00:00+00,21:18:00,B,M,34,Abdomen,4900 BLOCK DARRAH ST,-75.07945555,40.01915869,0
2019,2019-10-14 00:00:00+00,21:49:00,B,F,0,Head,6300 BLOCK Hegerman St,-75.05241806,40.01999659,1
2020,2020-01-04 00:00:00+00,10:20:00,B,M,17,Leg,5300 BLOCK Lesher St,-75.07523861,40.02258919,0
2020,2020-05-10 00:00:00+00,18:25:00,B,M,30,Arm,5200 BLOCK SAUL ST,-75.08119157,40.02444457,0
2020,2020-05-21 00:00:00+00,01:45:00,W,M,45,Multiple,2600 BLOCK ELBRIDGE ST,-75.06778341,40.03508746,1
2024,2024-04-19 00:00:00+00,22:30:00,B,M,29,Shoulder,4600 BLOCK MAGEE AVE,-75.04875538,40.02365446,0
2024,2024-02-03 00:00:00+00,01:22:00,B,M,27,Leg,1700 BLOCK SCATTERGOOD ST,-75.07418758,40.02158921,0
2024,2024-02-01 00:00:00+00,20:46:00,B,M,36,Leg,5100 BLOCK DARRAH ST,-75.07811057,40.02077544,0
2017,2017-12-24 00:00:00+00,18:19:00,B,M,38,Multiple,1500 BLOCK ARROTT ST,-75.08497636,40.01723837,0
2017,2017-11-27 00:00:00+00,20:50:00,B,M,24,Arm,3500 BLOCK Cottman Ave,-75.04250558,40.03760452,0
2017,2017-10-05 00:00:00+00,02:00:00,B,M,45,Leg,1600 BLOCK Arrott St,-75.08385575,40.01658308,0
2017,2017-09-24 00:00:00+00,17:51:00,B,M,21,Multiple,5100 BLOCK Akron St,-75.08317635,40.02347949,0
2023,2023-01-18 00:00:00+00,13:03:00,B,M,28,Back,4700 BLOCK UNRUH AVE,-75.04634077,40.02398273,0
2017,2017-08-01 00:00:00+00,21:45:00,B,M,24,Leg,1500 BLOCK Alcott St,-75.07984901,40.03047802,0
2017,2017-07-22 00:00:00+00,22:12:00,B,M,28,Chest,5200 BLOCK Hawthorne St,-75.07533815,40.02020919,0
2017,2017-06-23 00:00:00+00,16:49:00,W,M,23,Hand,6600 BLOCK Torresdale Ave,-75.04830314,40.02341988,0
2017,2017-06-13 00:00:00+00,09:39:00,B,M,32,Back,1600 BLOCK Pratt St,-75.07814095,40.02232621,0
2017,2017-05-23 00:00:00+00,14:47:00,B,M,31,Hand,2100 BLOCK Orthodox St,-75.07860678,40.00951027,0
2017,2017-03-08 00:00:00+00,20:41:00,B,M,20,Multiple,2000 BLOCK Bridge St,-75.07077906,40.01398712,0
2017,2017-02-18 00:00:00+00,13:15:00,B,M,52,Multiple,5200 BLOCK Frankford Ave,-75.07818273,40.02248548,0
2017,2017-01-25 00:00:00+00,21:05:00,B,M,19,Head,5200 BLOCK Frankford Ave,-75.07818273,40.02248548,0
2022,2022-11-03 00:00:00+00,18:46:00,B,M,15,Stomach,5300 BLOCK OAKLAND ST,-75.08052678,40.02703396,0
2021,2021-05-02 00:00:00+00,22:53:00,W,F,35,Chest,5200 BLOCK BURTON ST,-75.07005721,40.01505259,0
2019,2019-05-20 00:00:00+00,17:51:00,W,M,36,Multiple,4400 BLOCK Levick St,-75.05447998,40.02461074,0
2022,2022-11-27 00:00:00+00,20:07:00,W,M,37,Multiple/Head,7700 BLOCK FAIRFIELD ST,-75.0492038,40.05242471,1
2018,2018-12-02 00:00:00+00,03:07:00,B,M,37,Leg,5200 BLOCK Harbison Ave,-75.06916652,40.01232323,0
2023,2023-01-19 00:00:00+00,18:02:00,B,M,16,Multiple,2000 BLOCK SCATTERGOOD ST,-75.07016574,40.01447511,0
2023,2023-01-19 00:00:00+00,18:02:00,B,M,42,Chest,2000 BLOCK SCATTERGOOD ST,-75.07016574,40.01447511,0
2023,2023-01-19 00:00:00+00,18:02:00,B,M,35,Multiple,2000 BLOCK SCATTERGOOD ST,-75.07016574,40.01447511,0
2023,2023-03-08 00:00:00+00,20:52:00,W,F,34,Shoulder,7400 BLOCK FRANKFORD AVE,-75.03691527,40.03852919,0
2023,2023-03-08 00:00:00+00,20:52:00,W,F,65,Abdomen,7400 BLOCK FRANKFORD AVE,-75.03691527,40.03852919,0
2023,2023-03-16 00:00:00+00,23:00:00,B,M,27,Multiple,5100 BLOCK LEIPER ST,-75.0808108,40.02352552,1
2023,2023-03-16 00:00:00+00,23:00:00,B,F,30,Head,5100 BLOCK LEIPER ST,-75.0808108,40.02352552,0
2023,2023-03-16 00:00:00+00,23:00:00,B,M,31,Multiple,5100 BLOCK LEIPER ST,-75.0808108,40.02352552,0
2023,2023-04-18 00:00:00+00,00:45:00,W,M,27,Multiple,5900 BLOCK SYLVESTER ST,-75.07868406,40.03066281,1
2023,2023-05-22 00:00:00+00,01:24:00,B,M,15,Leg,6500 BLOCK MARSDEN ST,-75.05032304,40.02311707,0
2023,2023-10-21 00:00:00+00,23:23:00,W,M,38,Multiple,4800 BLOCK TACONY ST,-75.0733562,40.00800604,0
2021,2021-10-19 00:00:00+00,15:07:00,W,M,32,Back,5400 BLOCK LARGE ST,-75.08278633,40.03051314,0
2021,2021-12-02 00:00:00+00,00:45:00,B,M,39,Multiple,2100 BLOCK Haworth St,-75.07263224,40.01265015,0
2021,2021-12-05 00:00:00+00,03:37:00,W,F,31,Abdomen,4300 BLOCK VAN KIRK ST,-75.06520254,40.01974241,0
2020,2020-07-22 00:00:00+00,17:00:00,B,M,19,Leg,4600 BLOCK WELLINGTON ST,-75.03758487,40.03037069,0
2022,2022-11-25 00:00:00+00,15:51:00,W,M,37,Multiple/Head,4500 BLOCK FRANKFORD AVE,-75.08593213,40.01487417,0
2020,2020-07-26 00:00:00+00,21:53:00,B,M,33,Foot,5200 BLOCK HAWTHORNE ST,-75.07533815,40.02020919,0
2022,2022-10-21 00:00:00+00,10:46:00,W,M,27,Shoulder,1600 BLOCK WOMRATH ST,-75.08942805,40.008502,0
2022,2022-10-08 00:00:00+00,04:00:00,B,M,21,Multiple,4400 BLOCK SHEFFIELD AVE,-75.03140593,40.03563161,0
2017,2017-12-20 00:00:00+00,18:35:00,B,M,47,Buttocks,2000 BLOCK Margaret St,-75.07745513,40.01281629,0
2022,2022-09-03 00:00:00+00,04:11:00,B,F,29,Head,6700 BLOCK JACKSON ST,-75.04752914,40.02652102,0
2022,2022-08-27 00:00:00+00,02:22:00,B,F,23,Leg,2000 BLOCK GRANITE ST,-75.07195159,40.01528042,0
2016,2016-04-26 00:00:00+00,01:03:00,W,M,38,Chest,3200 BLOCK Princeton Ave,-75.04985427,40.03746215,0
2023,2023-06-15 00:00:00+00,15:12:00,B,M,27,Leg,4700 BLOCK FRANKFORD AVE,-75.08385959,40.01685754,0
2023,2023-01-23 00:00:00+00,23:50:00,W,F,47,Arm,6700 BLOCK MARSDEN ST,-75.04694545,40.02487367,0
2023,2023-02-20 00:00:00+00,09:50:00,W,M,64,Stomach,2900 BLOCK DEVEREAUX AVE,-75.06520486,40.02848079,0
2022,2022-07-29 00:00:00+00,19:55:00,B,M,38,Hand,4000 BLOCK COTTMAN AVE,-75.03990408,40.03609758,0
2023,2023-05-04 00:00:00+00,19:22:00,B,M,32,Abdomen,5800 BLOCK E ROOSEVELT BLVD,-75.08370148,40.03167729,0
2023,2023-01-17 00:00:00+00,04:03:00,W,M,67,Back,7100 BLOCK TORRESDALE AVE,-75.03733191,40.02903087,1
2023,2023-09-30 00:00:00+00,16:15:00,B,M,34,Shoulder,5200 BLOCK TORRESDALE AVE,-75.06887565,40.01360133,0
2022,2022-05-17 00:00:00+00,11:26:00,B,M,27,Multiple/Head,1600 BLOCK MARGARET ST,-75.08333761,40.01658566,1
2023,2023-05-03 00:00:00+00,16:55:00,W,M,23,Abdomen,6200 BLOCK BUSTLETON AVE,-75.07181785,40.03373448,1
2022,2022-03-31 00:00:00+00,19:53:00,B,F,15,Head,5000 BLOCK CHARLES ST,-75.07456261,40.01866255,0
2022,2022-12-11 00:00:00+00,04:38:00,W,M,32,Chest,4700 BLOCK OXFORD AVE,-75.08387552,40.01696577,1
2017,2017-12-16 00:00:00+00,19:57:00,B,M,24,Chest,4600 BLOCK Benner St,-75.05788291,40.01886868,1
2023,2023-08-27 00:00:00+00,19:57:00,B,M,38,Leg,1600 BLOCK BRIDGE ST,-75.07551195,40.02196121,0
2017,2017-11-14 00:00:00+00,18:15:00,W,F,21,Leg,1500 BLOCK Rosalie St,-75.08016737,40.02992076,0
2017,2017-08-07 00:00:00+00,20:39:00,B,M,23,Leg,5400 BLOCK Rutland St,-75.08416753,40.03018378,0
2017,2017-07-18 00:00:00+00,13:53:00,B,F,25,Multiple,1200 BLOCK Sanger St,-75.08071071,40.02796735,1
2017,2017-07-08 00:00:00+00,05:14:00,W,M,,Unknown,2900 BLOCK Orthodox St,-75.07004725,39.99338558,1
2017,2017-01-12 00:00:00+00,20:35:00,B,M,40,Multiple,4500 BLOCK Melrose St,-75.08063261,40.00642661,1
2023,2023-01-08 00:00:00+00,18:30:00,B,M,16,Multiple,4700 BLOCK HELLERMAN ST,-75.05000312,40.0224046,0
2022,2022-03-15 00:00:00+00,19:08:00,B,M,30,Multiple,4900 BLOCK HAWTHORNE ST,-75.07801396,40.01730874,1
2022,2022-03-10 00:00:00+00,20:35:00,B,M,21,Multiple,3300 BLOCK BLEIGH AVE,-75.04076598,40.04127383,0
2019,2019-05-25 00:00:00+00,22:50:00,B,M,27,Chest,4900 BLOCK PENN ST,-75.08327372,40.02052203,1
2019,2019-07-17 00:00:00+00,22:03:00,B,M,27,Multiple,5100 BLOCK Tulip St,-75.07072921,40.01183533,1
2019,2019-06-24 00:00:00+00,21:40:00,W,M,25,Hand,6500 BLOCK TORRESDALE AVE,-75.04899836,40.02290106,0
2019,2019-07-17 00:00:00+00,22:03:00,B,M,27,Multiple,5100 BLOCK Tulip St,-75.07072921,40.01183533,1
2016,2016-12-04 00:00:00+00,12:50:00,B,M,48,Leg,4200 BLOCK Cheltenham Ave,-75.06771737,40.02056962,0
2016,2016-06-17 00:00:00+00,06:00:00,B,M,19,Leg,4700 BLOCK Ditman St,-75.07559409,40.01333446,0
2016,2016-06-03 00:00:00+00,05:02:00,B,M,18,Multiple,5300 BLOCK Charles St,-75.07283008,40.01997325,0
2023,2023-08-12 00:00:00+00,21:27:00,B,M,17,Abdomen,6900 BLOCK TORRESDALE AVE,-75.04137745,40.02699826,0
2016,2016-06-03 00:00:00+00,05:02:00,B,M,25,Multiple,5300 BLOCK Charles St,-75.07283008,40.01997325,0
2016,2016-03-16 00:00:00+00,21:45:00,W,M,25,Head,4700 BLOCK Meridian St,-75.02798078,40.03296802,0
2016,2016-02-03 00:00:00+00,22:24:00,B,M,29,Head,1800 BLOCK Fillmore St,-75.07692022,40.01556394,1
2016,2016-02-02 00:00:00+00,06:19:00,B,M,24,Multiple,4800 BLOCK Frankford Ave,-75.08246747,40.01798727,0
2019,2019-07-19 00:00:00+00,23:23:00,B,M,25,Multiple,5100 BLOCK Glenloch St,-75.071703,40.015418,0
2019,2019-08-25 00:00:00+00,01:08:00,B,M,24,Chest,5000 BLOCK N PENN ST,-75.08178237,40.02164257,1
2019,2019-09-03 00:00:00+00,10:40:00,B,M,21,Leg,5200 BLOCK Horrocks St,-75.08388114,40.02628316,0
2020,2020-10-28 00:00:00+00,16:08:00,B,M,19,Multiple,1600 BLOCK MARGARET ST,-75.08172024,40.01567885,1
2016,2016-01-16 00:00:00+00,10:00:00,B,M,41,Multiple,4600 BLOCK Penn St,-75.08630041,40.01704313,1
2024,2024-07-19 00:00:00+00,11:20:00,B,M,23,Multiple,6700 BLOCK MARSDEN ST,-75.04678325,40.02495519,0
2020,2020-11-01 00:00:00+00,15:15:00,B,M,22,Arm,4700 BLOCK NORTHWOOD ST,-75.09291435,40.02200415,0
2024,2024-07-19 00:00:00+00,11:20:00,W,F,49,Multiple,6700 BLOCK MARSDEN ST,-75.04678325,40.02495519,1
2017,2017-01-10 00:00:00+00,12:40:00,W,M,29,Stomach,5000 BLOCK Griscom St,-75.08102309,40.02114386,0
2020,2020-12-14 00:00:00+00,11:51:00,B,M,30,Abdomen,4700 BLOCK OAKMONT ST,-75.02919857,40.03143059,0
2018,2018-12-25 00:00:00+00,21:48:00,B,M,20,Back,5500 BLOCK TORRESDALE AV,-75.06458475,40.01483848,0
2018,2018-07-04 00:00:00+00,12:45:00,B,M,22,Head,1100 BLOCK Fillmore St,-75.08954768,40.02257404,0
2018,2018-06-14 00:00:00+00,12:39:00,B,M,33,Multiple,4000 BLOCK Wells St,-75.05395143,40.03120007,1
2018,2018-12-24 00:00:00+00,01:15:00,B,M,23,Leg,6200 BLOCK ERDRICK ST,-75.0598738,40.02490685,0
2018,2018-11-02 00:00:00+00,16:15:00,W,M,17,Buttocks,4100 BLOCK Unruh St,-75.05213062,40.03056332,0
2018,2018-05-24 00:00:00+00,22:30:00,B,M,22,Multiple,5500 BLOCK TORRESDALE AVE,-75.06458475,40.01483848,0
2018,2018-05-07 00:00:00+00,23:30:00,B,M,18,Multiple,1500 BLOCK ARROTT ST,-75.08502839,40.01726661,0
2018,2018-05-07 00:00:00+00,23:30:00,B,M,47,Multiple,1500 BLOCK ARROTT ST,-75.08502839,40.01726661,0
2018,2018-05-07 00:00:00+00,23:30:00,B,M,38,Chest,1500 BLOCK ARROTT ST,-75.08502839,40.01726661,1
2018,2018-03-24 00:00:00+00,22:44:00,B,M,29,back,1200 BLOCK Haworth St,-75.08538739,40.02384784,0
2017,2017-12-17 00:00:00+00,18:20:00,B,M,32,Head,4700 BLOCK Oxford Ave,-75.08390665,40.01717437,0
2018,2018-03-15 00:00:00+00,23:10:00,W,M,36,Leg,1400 BLOCK Foulkrod St,-75.08502247,40.0191871,0
2020,2020-04-22 00:00:00+00,14:51:00,B,M,27,Multiple,4100 BLOCK GREEBY ST,-75.05407972,40.02798704,0
2018,2018-10-06 00:00:00+00,23:49:00,B,M,31,Arm,1600 BLOCK Allengrove St,-75.08088622,40.01972731,0
2019,2019-07-30 00:00:00+00,04:02:00,W,M,20,Neck,1900 BLOCK Wakeling St,-75.07439123,40.01522838,0
2024,2024-11-03 00:00:00+00,07:18:00,W,M,32,Head,4300 BLOCK E Wingohocking Ave,-75.09236258,40.01530062,0
2021,2021-12-15 00:00:00+00,13:07:00,B,M,29,Leg,3100 BLOCK BARNETT ST,-75.06034507,40.02924126,0
2018,2018-11-22 00:00:00+00,18:30:00,B,M,28,Multiple,4700 BLOCK OXFORD AV,-75.08387552,40.01696577,0
2018,2018-11-08 00:00:00+00,22:30:00,B,M,35,Multiple,1900 BLOCK Fillmore Pl,-75.07551825,40.015268,0
2023,2023-09-14 00:00:00+00,21:16:00,B,M,37,Multiple,4900 BLOCK LONGSHORE AVE,-75.04131223,40.02380796,1
2017,2017-07-18 00:00:00+00,21:26:00,B,M,37,Head,1600 BLOCK Margaret St,-75.08307476,40.01652443,1
2022,2022-09-26 00:00:00+00,14:50:00,B,M,26,Multiple,1200 BLOCK FILLMORE ST,-75.08765899,40.02149509,1
2022,2022-09-04 00:00:00+00,19:39:00,B,M,22,Back,5800 BLOCK TORRESDALE AVE,-75.06159256,40.01654462,0
2024,2024-12-12 00:00:00+00,22:45:00,B,M,22,Head,5500 BLOCK TULIP ST,-75.06492746,40.01342735,1
2017,2017-07-16 00:00:00+00,01:04:00,W,M,31,Multiple,6700 BLOCK Roosevelt Blvd,-75.06124304,40.03707471,0
2017,2017-05-22 00:00:00+00,20:20:00,B,M,44,Chest,1800 BLOCK Harrison St,-75.07594278,40.01624968,0
2017,2017-04-23 00:00:00+00,05:17:00,B,M,19,Multiple,6900 BLOCK Hegerman St,-75.0406593,40.02580816,1
2017,2017-01-31 00:00:00+00,21:06:00,B,M,21,Multiple,4800 BLOCK Tackawana St,-75.07677415,40.01549153,1
2022,2022-08-21 00:00:00+00,00:18:00,W,F,24,Multiple/Head,5400 BLOCK WALKER ST,-75.06806277,40.01940188,0
2021,2021-06-30 00:00:00+00,16:55:00,B,M,30,Leg,5000 BLOCK PENNWAY ST,-75.10736465,40.025897,0
2020,2020-08-09 00:00:00+00,16:37:00,B,M,31,Arm,4700 BLOCK MULBERRY ST,-75.07884403,40.01507554,0
2018,2018-07-13 00:00:00+00,13:59:00,W,M,28,Multiple,1400 BLOCK Imogene St,-75.09108802,40.0129211,0
2018,2018-06-22 00:00:00+00,19:48:00,B,M,24,Chest,4200 BLOCK Tackawanna St,-75.08720423,40.00774318,0
