year,date_,time,race,sex,age,wound,location,point_x,point_y,fatal
2024,2024-12-15 00:00:00+00,01:03:00,B,M,44,Multiple,2700 BLOCK N 29TH ST,-75.17839099,39.99825562,0
2024,2024-12-15 00:00:00+00,01:03:00,B,M,43,Multiple,2700 BLOCK N 29TH ST,-75.17839099,39.99825562,0
2024,2024-12-15 00:00:00+00,01:03:00,B,M,48,Head,2700 BLOCK N 29TH ST,-75.17839099,39.99825562,0
2024,2024-06-13 00:00:00+00,15:53:00,W,M,46,Head,1800 BLOCK BRUNNER ST,-75.15666984,40.0180974,0
2021,2021-08-16 00:00:00+00,18:32:00,B,F,27,Hand,2700 BLOCK N GARNET ST,-75.16284784,39.99535414,0
2021,2021-07-13 00:00:00+00,12:49:00,B,M,25,Buttocks,300 BLOCK W QUEEN LN,-75.17465996,40.02600784,0
2020,2020-10-28 00:00:00+00,20:23:00,B,M,20,Multiple,4100 BLOCK N BROAD ST,-75.1497871,40.01630405,0
2020,2020-12-04 00:00:00+00,16:32:00,B,M,18,Arm,4900 BLOCK KEYSER ST,-75.16552046,40.02518306,0
2020,2020-02-27 00:00:00+00,00:28:00,B,M,23,Multiple,0 BLOCK W Logan St,-75.16218138,40.02822834,1
2020,2020-05-16 00:00:00+00,12:56:00,B,M,19,Head,1900 BLOCK W VENAGO ST,-75.15965322,40.00867689,0
2020,2020-06-15 00:00:00+00,18:01:00,B,M,26,Neck,1500 BLOCK W ALLEGHENY AVE,-75.15474077,40.00177214,1
2020,2020-08-02 00:00:00+00,23:36:00,B,M,19,Multiple,1500 BLOCK W LEHIGH AVE,-75.15735897,39.99438209,0
2020,2020-09-08 00:00:00+00,01:02:00,B,F,29,Chest,2900 BLOCK N 27TH ST,-75.17474887,40.00000039,0
2020,2020-09-08 00:00:00+00,01:02:00,B,M,32,Shoulder,2900 BLOCK N 27TH ST,-75.17474887,40.00000039,0
2020,2020-09-09 00:00:00+00,15:08:00,B,M,22,Multiple,2700 BLOCK N DOVER ST,-75.17799835,39.99702051,0
2020,2020-09-09 00:00:00+00,15:08:00,B,M,22,Hand,2700 BLOCK N DOVER ST,-75.17799835,39.99702051,0
2020,2020-09-20 00:00:00+00,10:51:00,B,M,37,Head,3800 BLOCK N SMEDLEY ST,-75.15490165,40.01141764,1
2020,2020-10-07 00:00:00+00,23:10:00,B,M,21,Hand,2500 BLOCK W LEHIGH AVE,-75.17324793,39.99643278,0
2020,2020-11-17 00:00:00+00,21:40:00,B,M,28,Multiple,5100 BLOCK GERMANTOWN AVE,-75.16574566,40.03033668,0
2020,2020-10-08 00:00:00+00,20:45:00,B,M,30,Arm,2700 BLOCK N HICKS ST,-75.15661972,39.99510961,0
2020,2020-10-11 00:00:00+00,17:25:00,B,M,38,Leg,1400 BLOCK W CLEARFIELD ST,-75.15430566,40.00013648,0
2020,2020-10-13 00:00:00+00,22:57:00,B,M,17,Leg,3200 BLOCK MCMICHAEL ST,-75.17700226,40.01192783,0
2020,2020-10-15 00:00:00+00,20:16:00,B,M,37,Head,1500 BLOCK W LEHIGH AVE,-75.15741027,39.99438846,1
2020,2020-10-20 00:00:00+00,23:50:00,B,M,18,Multiple/Head,2800 BLOCK N BONSALL ST,-75.16934242,39.99784974,1
2020,2020-11-17 00:00:00+00,21:40:00,B,M,18,Hand,5100 BLOCK GERMANTOWN AVE,-75.16574566,40.03033668,0
2020,2020-11-25 00:00:00+00,01:59:00,B,M,29,Head,3100 BLOCK N BROAD ST,-75.15316425,40.00084617,1
2021,2021-08-01 00:00:00+00,14:09:00,B,M,41,Leg,5200 BLOCK PULASKI ST,-75.1729995,40.02630774,0
2021,2021-08-22 00:00:00+00,01:59:00,B,M,52,Multiple,5500 BLOCK WAYNE AVE,-75.17757939,40.03096173,0
2021,2021-08-22 00:00:00+00,01:59:00,B,F,28,Foot,5500 BLOCK WAYNE AVE,-75.17757939,40.03096173,0
2024,2024-09-18 00:00:00+00,19:37:00,B,F,13,Chest,2800 BLOCK N BAILEY ST,-75.17417452,39.99872409,0
2020,2020-08-15 00:00:00+00,03:23:00,B,M,40,Back,2700 BLOCK N RINGGOLD ST,-75.17115466,39.99705178,0
2020,2020-05-28 00:00:00+00,22:27:00,B,M,45,Multiple,3600 BLOCK N 21ST ST,-75.16270191,40.01015994,0
2020,2020-11-21 00:00:00+00,23:21:00,B,M,19,Multiple,100 BLOCK W QUEEN LN,-75.17043261,40.03003153,1
2020,2020-01-11 00:00:00+00,13:47:00,B,M,15,Chest,3100 BLOCK N Rosewood St,-75.15356933,40.00123627,1
2020,2020-03-11 00:00:00+00,12:26:00,B,M,25,Multiple,2700 BLOCK N Dover St,-75.17780028,39.99797726,0
2020,2020-05-30 00:00:00+00,23:10:00,B,M,30,Leg,1800 BLOCK W ERIE AVE,-75.15773136,40.01002801,0
2020,2020-06-07 00:00:00+00,20:50:00,B,M,20,Leg,5400 BLOCK MORRIS ST,-75.1774926,40.0267878,0
2020,2020-08-16 00:00:00+00,06:26:00,B,M,24,Multiple,2700 BLOCK N JUDSON ST,-75.16991274,39.99745786,1
2020,2020-06-08 00:00:00+00,20:20:00,B,M,20,Multiple,4200 BLOCK N BROAD ST,-75.14948694,40.01802551,0
2020,2020-08-19 00:00:00+00,12:57:00,B,M,26,Multiple,2800 BLOCK N 27TH ST,-75.17497796,39.99893203,0
2024,2024-10-27 00:00:00+00,11:55:00,B,M,28,Back,3100 BLOCK N MARSTON ST,-75.17442536,40.00387966,0
2019,2019-08-14 00:00:00+00,23:45:00,B,M,25,Foot,2200 BLOCK W SOMERSET ST,-75.16751063,39.9972322,0
2023,2023-02-16 00:00:00+00,13:29:00,B,M,20,Multiple/Head,5300 BLOCK PRISCILLA ST,-75.17605233,40.02675847,0
2024,2024-02-27 00:00:00+00,16:34:00,B,M,18,Shoulder,2000 BLOCK W VENAGO ST,-75.16129427,40.0088881,0
2015,2015-09-22 00:00:00+00,08:01:00,B,M,28,Multiple,2700 BLOCK W Clearfield St,-75.1744418,40.00274473,0
2015,2015-12-01 00:00:00+00,15:20:00,B,M,20,Head,5500 BLOCK Wissahickon Ave,-75.18262062,40.02646195,0
2015,2015-07-31 00:00:00+00,01:33:00,B,M,25,Multiple,1600 BLOCK Staub St,-75.15454997,40.01727732,1
2023,2023-06-17 00:00:00+00,17:43:00,B,M,35,Stomach,3800 BLOCK N SMEDLEY ST,-75.15482701,40.01185005,0
2023,2023-07-18 00:00:00+00,22:10:00,B,M,28,Arm,1900 BLOCK W SOMERSET ST,-75.16232642,39.99654726,0
2023,2023-10-07 00:00:00+00,13:48:00,B,F,40,Multiple/Head,2500 BLOCK W LEHIGH AVE,-75.17272429,39.99650004,1
2023,2023-10-29 00:00:00+00,22:03:00,B,M,53,Back,2700 BLOCK N 22ND ST,-75.16763874,39.99564807,1
2020,2020-12-11 00:00:00+00,04:25:00,B,M,32,Multiple,2900 BLOCK N 22ND ST,-75.16667327,39.99945286,1
2022,2022-09-30 00:00:00+00,17:09:00,B,M,19,Groin,2800 BLOCK N BAMBREY ST,-75.17296325,39.99818081,0
2022,2022-12-16 00:00:00+00,14:18:00,B,M,62,Multiple/Head,3000 BLOCK  LEHIGH AVE,-75.18179378,39.99745308,1
2015,2015-12-09 00:00:00+00,12:55:00,B,M,31,Head,200 BLOCK Apsley St,-75.16447204,40.02204378,1
2017,2017-01-20 00:00:00+00,06:33:00,B,F,33,Stomach,2400 BLOCK WIndiana Ave,-75.17013157,40.00072498,0
2017,2017-02-17 00:00:00+00,01:12:00,B,M,46,Chest,2200 BLOCK W Indiana Ave,-75.16806697,40.00024856,1
2017,2017-04-18 00:00:00+00,19:34:00,B,M,51,Arm,4300 BLOCK Germantown Ave,-75.15590113,40.01928581,0
2017,2017-04-20 00:00:00+00,17:53:00,B,M,26,Hand,2600 BLOCK W Seltzer St,-75.17381501,39.99762135,0
2017,2017-05-19 00:00:00+00,10:30:00,B,F,57,Leg,100 BLOCK W Logan St,-75.16398584,40.02659797,0
2017,2017-06-03 00:00:00+00,10:00:00,B,M,26,Multiple,2800 BLOCK N 26TH St,-75.17329528,39.99913798,0
2017,2017-10-25 00:00:00+00,01:45:00,B,M,29,Head,3000 BLOCK N Bailey St,-75.17348674,40.00120731,1
2017,2017-11-07 00:00:00+00,21:20:00,B,M,20,Multiple,3100 BLOCK N 25th St,-75.17091321,40.00315029,0
2018,2018-01-11 00:00:00+00,21:01:00,B,M,28,Multiple,2900 BLOCK N 22ND ST,-75.1668885,39.99903257,0
2022,2022-03-23 00:00:00+00,14:30:00,B,M,28,Multiple,3500 BLOCK N 17TH ST,-75.15653385,40.00729022,0
2022,2022-05-06 00:00:00+00,11:56:00,B,M,25,Multiple,3000 BLOCK N 17TH ST,-75.17653714,39.91353012,0
2022,2022-05-21 00:00:00+00,01:33:00,B,M,21,Leg,3000 BLOCK N 22ND ST,-75.16660673,40.00032591,0
2022,2022-05-21 00:00:00+00,01:33:00,B,M,18,Leg,3000 BLOCK N 22ND ST,-75.16660673,40.00032591,0
2022,2022-06-30 00:00:00+00,03:27:00,B,M,65,Leg,5300 BLOCK WAYNE AVE,-75.17324907,40.02841234,0
2019,2019-02-22 00:00:00+00,21:55:00,W,M,17,Buttocks,100 BLOCK W Hansberry St,-75.16975041,40.02857993,0
2022,2022-09-10 00:00:00+00,01:50:00,B,M,67,Multiple,3900 BLOCK ALFRED ST,-75.1584939,40.01379882,0
2022,2022-08-24 00:00:00+00,20:50:00,B,M,27,Multiple,2800 BLOCK N 26TH ST,-75.1733828,39.99874875,1
2022,2022-08-21 00:00:00+00,17:16:00,B,M,40,Multiple,3600 BLOCK N SYDENHAM ST,-75.15403044,40.00799605,0
2022,2022-06-17 00:00:00+00,02:55:00,B,M,46,Multiple,2800 BLOCK N 20TH ST,-75.16376798,39.99686024,0
2022,2022-05-23 00:00:00+00,21:11:00,B,M,37,Multiple,100 BLOCK W LOGAN ST,-75.16585795,40.02488812,1
2022,2022-07-07 00:00:00+00,14:09:00,B,M,21,Shoulder,2900 BLOCK W WISHART ST,-75.17784305,40.00415825,0
2016,2016-12-19 00:00:00+00,06:07:00,B,M,45,Leg,5800 BLOCK Pulaski Ave,-75.18216919,40.03113048,0
2016,2016-12-28 00:00:00+00,17:40:00,B,M,52,Multiple,2800 BLOCK N Stillman St,-75.17257194,39.9979523,0
2020,2020-08-17 00:00:00+00,17:40:00,B,M,30,Buttocks,200 BLOCK W APSLEY ST,-75.16324872,40.02291423,0
2022,2022-08-03 00:00:00+00,18:48:00,B,M,28,Multiple/Head,200 BLOCK ZERALDA ST,-75.16305167,40.02226753,1
2022,2022-08-23 00:00:00+00,20:51:00,B,M,28,Multiple,3300 BLOCK HUNTING PARK AVE,-75.18540781,40.00149086,0
2022,2022-10-13 00:00:00+00,23:13:00,B,M,24,Multiple,4200 BLOCK N BROAD ST,-75.14956577,40.01731599,0
2015,2015-10-08 00:00:00+00,13:28:00,B,M,23,Leg,1700 BLOCK Tioga St,-75.1578405,40.00653502,0
2020,2020-03-09 00:00:00+00,18:28:00,B,M,29,Head,5200 BLOCK Pulaski Ave,-75.17267446,40.02578724,0
2020,2020-09-14 00:00:00+00,08:30:00,B,M,32,Chest,W ROOSEVELT BLVD  /  RIDGE AV,-75.19133778,40.00791208,0
2020,2020-03-09 00:00:00+00,18:28:00,B,M,44,Ankle,5200 BLOCK Pulaski Ave,-75.17267446,40.02578724,0
2018,2018-08-06 00:00:00+00,06:04:00,B,M,49,Head,4800 BLOCK knox St,-75.16461504,40.0255123,0
2020,2020-11-14 00:00:00+00,13:15:00,B,M,36,Multiple,3000 BLOCK N 15TH ST,-75.1549785,40.00009915,1
2016,2016-01-17 00:00:00+00,06:15:00,B,M,18,Shoulder,3400 BLOCK n 17th St,-75.15706822,40.00540302,0
2016,2016-05-23 00:00:00+00,17:45:00,B,M,30,Back,1400 BLOCK Blavis St,-75.15016118,40.02088314,0
2016,2016-05-23 00:00:00+00,17:45:00,B,M,28,Shoulder,1400 BLOCK Blavis St,-75.15016118,40.02088314,0
2016,2016-07-10 00:00:00+00,12:40:00,B,M,20,Leg,2900 BLOCK Stillman St,-75.17206914,39.9994808,0
2016,2016-11-15 00:00:00+00,10:20:00,B,M,35,Back,2100 BLOCK W Indiana Ave,-75.16509332,39.99997642,1
2016,2016-12-27 00:00:00+00,22:12:00,B,M,37,Multiple,2300 BLOCK W Atlantic St,-75.16721028,40.00894754,1
2022,2022-12-08 00:00:00+00,23:41:00,B,M,20,Multiple,5500 BLOCK WAYNE AVE,-75.17735597,40.03083107,0
2021,2021-01-14 00:00:00+00,23:18:00,W,M,37,Multiple,1600 BLOCK ALLEGHENY AVE,-75.15646245,40.00248948,1
2021,2021-03-07 00:00:00+00,23:52:00,B,M,17,Multiple,2900 BLOCK N 27TH ST,-75.17465421,39.99980489,0
2021,2021-04-06 00:00:00+00,18:37:00,B,M,15,Multiple,2500 BLOCK W SOMERSET ST,-75.17335439,39.99795844,1
2021,2021-04-07 00:00:00+00,14:43:00,B,M,22,Head,2000 BLOCK WINDRIM AVE,-75.15928499,40.0225891,1
2021,2021-04-07 00:00:00+00,14:43:00,B,M,22,Leg,2000 BLOCK WINDRIM AVE,-75.15928499,40.0225891,0
2021,2021-04-13 00:00:00+00,14:11:00,B,M,28,Multiple,3300 BLOCK N 21ST ST,-75.16387136,40.00479921,0
2021,2021-05-24 00:00:00+00,12:58:00,B,M,28,Multiple/Head,2800 BLOCK N 25TH ST,-75.17148502,39.99918097,1
2021,2021-07-17 00:00:00+00,01:57:00,B,M,27,Multiple/Head,5500 BLOCK WISSAHICKON AVE,-75.18262062,40.02646195,1
2020,2020-12-01 00:00:00+00,11:26:00,B,M,22,Shoulder,5300 BLOCK PRISCILLA ST,-75.17560855,40.02629294,0
2020,2020-12-01 00:00:00+00,11:26:00,B,F,18,Ankle,5300 BLOCK PRISCILLA ST,-75.17560855,40.02629294,0
2020,2020-12-01 00:00:00+00,16:26:00,B,F,21,Leg,5300 BLOCK PRISCILLA ST,-75.17560855,40.02629294,0
2015,2015-11-23 00:00:00+00,04:30:00,B,M,45,Multiple,3700 BLOCK N 17th St,-75.15604546,40.00989303,0
2020,2020-10-10 00:00:00+00,00:00:00,W,M,27,Hip,18TH & PIKE ST,-75.15693774,40.01316182,0
2021,2021-08-28 00:00:00+00,10:33:00,B,M,56,Multiple,1700 BLOCK W BLAVIS ST,-75.15368466,40.02141724,1
2021,2021-07-20 00:00:00+00,18:07:00,B,M,19,Leg,200 BLOCK W APSLEY ST,-75.16470202,40.02198585,0
2021,2021-03-15 00:00:00+00,13:47:00,B,M,30,Head,2700 BLOCK N 23RD ST,-75.16932129,39.99619651,1
2021,2021-01-19 00:00:00+00,00:12:00,B,M,29,Multiple/Head,4900 BLOCK WAYNE AVE,-75.16631286,40.02472702,0
2021,2021-01-04 00:00:00+00,22:02:00,B,M,21,Leg,5400 BLOCK WISSAHICKON AVE,-75.18069129,40.02476047,0
2021,2021-08-09 00:00:00+00,07:54:00,B,M,25,Multiple,200 BLOCK W APSLEY ST,-75.16324872,40.02291423,0
2021,2021-10-29 00:00:00+00,07:57:00,B,M,17,Multiple,1400 BLOCK W CAYUGA ST,-75.14892429,40.02014097,0
2021,2021-09-21 00:00:00+00,17:14:00,B,M,55,Chest,1700 BLOCK SAINT PAUL ST,-75.15432611,40.01966804,1
2021,2021-09-12 00:00:00+00,01:03:00,B,F,18,Leg,2900 BLOCK N BROAD ST,-75.15422923,39.99675041,0
2021,2021-08-26 00:00:00+00,02:25:00,B,M,35,Multiple,3000 BLOCK N 22ND ST,-75.16632917,40.00103079,0
2021,2021-08-18 00:00:00+00,02:05:00,B,M,27,Leg,1400 BLOCK W ALLEGHENY AVE,-75.15319511,40.00162269,0
2021,2021-08-07 00:00:00+00,03:37:00,B,M,19,Leg,1500 BLOCK W LEHIGH AVE,-75.15735897,39.99438209,0
2021,2021-07-22 00:00:00+00,18:32:00,B,M,17,Multiple,3200 BLOCK DEFENSE TER,-75.1789403,40.01087991,0
2021,2021-07-19 00:00:00+00,22:13:00,B,M,31,Chest,3200 BLOCK N SPANGLER ST,-75.18414459,40.00567841,0
2021,2021-07-04 00:00:00+00,02:53:00,B,M,33,Head,4300 BLOCK N CARLISLE ST,-75.14990539,40.01957006,0
2021,2021-04-24 00:00:00+00,02:33:00,B,M,34,Arm,CLARISSA / DENNIE ST,-75.16006813,40.01900419,0
2023,2023-01-03 00:00:00+00,05:13:00,B,F,50,Multiple/Head,3100 BLOCK BERKELEY DR APT D,-75.17893065,40.01083541,0
2023,2023-01-27 00:00:00+00,03:42:00,B,F,29,Leg,3700 BLOCK LINCOLN DR,-75.20651479,40.01485508,0
2023,2023-03-26 00:00:00+00,16:12:00,B,M,25,Leg,1600 BLOCK ALLEGHENY AVE,-75.15671656,40.00239371,0
2023,2023-04-04 00:00:00+00,21:39:00,B,M,20,Multiple,3200 BLOCK MCMICHAEL ST,-75.1775638,40.01271031,0
2023,2023-04-24 00:00:00+00,21:50:00,W,M,27,Foot,3600 BLOCK N 19TH ST,-75.15935924,40.00966353,0
2020,2020-02-17 00:00:00+00,16:19:00,W,M,25,Multiple,3000 BLOCK N Judson St,-75.1690566,40.00107456,0
2015,2015-07-03 00:00:00+00,02:21:00,B,M,18,Buttocks,1800 BLOCK W Juniata St,-75.15679855,40.01733038,0
2015,2015-07-03 00:00:00+00,00:16:00,B,M,54,Leg,3700 BLOCK N 21st St,-75.16263636,40.01076055,0
2015,2015-06-17 00:00:00+00,13:34:00,B,F,23,Multiple,2500 BLOCK W Allegheny Ave,-75.17100194,40.00387074,0
2015,2015-06-05 00:00:00+00,00:30:00,B,M,28,Multiple,3700 BLOCK N Germantown Ave,-75.15132535,40.01016789,1
2015,2015-07-14 00:00:00+00,02:30:00,B,M,70,Foot,2900 BLOCK N 26th St,-75.17325352,39.99994363,0
2015,2015-07-03 00:00:00+00,02:21:00,B,M,21,Stomach,1800 BLOCK W Juniata St,-75.15679855,40.01733038,1
2020,2020-03-14 00:00:00+00,23:58:00,B,M,38,Multiple,100 BLOCK W SEYMOUR ST,-75.16543667,40.02756316,0
2020,2020-10-26 00:00:00+00,01:20:00,B,M,27,Arm,5100 BLOCK WISSAHICKON AVE,-75.17592747,40.0206967,0
2020,2020-03-21 00:00:00+00,16:41:00,B,M,20,Multiple,1800 BLOCK W TIOGA ST,-75.15865676,40.00708386,0
2016,2016-01-14 00:00:00+00,05:52:00,B,M,18,Back,0 BLOCK W Rockland St,-75.1621246,40.02701589,0
2016,2016-01-17 00:00:00+00,07:43:00,B,M,43,Chest,3000 BLOCK N Baily St,-75.17351372,40.0016517,1
2016,2016-02-13 00:00:00+00,03:54:00,B,M,46,Back,3100 BLOCK N15th St,-75.15492869,40.00032616,1
2015,2015-03-05 00:00:00+00,16:44:00,B,M,31,Head,2100 BLOCK W Lehigh Ave,-75.16658466,39.99633144,1
2020,2020-03-29 00:00:00+00,04:55:00,B,M,27,Leg,300 BLOCK EARLHAM TERR,-75.17640262,40.02789385,0
2020,2020-05-02 00:00:00+00,20:56:00,B,M,20,Hand,3100 BLOCK BAMBREY ST,-75.17201299,40.00285645,0
2020,2020-05-20 00:00:00+00,14:19:00,B,M,30,Multiple,2800 BLOCK N TAYLOR ST,-75.17125166,39.99848469,0
2017,2017-01-01 00:00:00+00,02:57:00,B,M,41,Chest,1900 BLOCK W Willard St,-75.16170531,40.00383484,1
2018,2018-09-17 00:00:00+00,20:05:00,B,M,35,Leg,3100 BLOCK W Lehigh Ave,-75.18233833,39.99760534,0
2020,2020-05-20 00:00:00+00,14:19:00,B,M,23,Leg,2800 BLOCK N TAYLOR ST,-75.17125166,39.99848469,0
2020,2020-05-26 00:00:00+00,23:45:00,B,M,21,Abdomen,2200 BLOCK W TIOGA ST,-75.16546725,40.00796344,0
2020,2020-06-09 00:00:00+00,20:15:00,B,M,22,Back,2800 BLOCK N 25TH ST,-75.17201397,39.9978567,0
2020,2020-06-25 00:00:00+00,00:00:00,B,M,21,HEAD,2300 BLOCK W INDIANA AVE,-75.16821375,40.00040894,0
2020,2020-06-25 00:00:00+00,00:00:00,B,M,25,HEAD,2300 BLOCK W INDIANA AVE,-75.16821375,40.00040894,0
2016,2016-03-14 00:00:00+00,16:20:00,B,M,22,Chest,3000 BLOCK n 26TH St,-75.17266085,40.00204226,1
2016,2016-04-13 00:00:00+00,00:23:00,B,M,20,Buttocks,2900 BLOCK N Bonsall St,-75.16885386,40.00010168,0
2016,2016-06-27 00:00:00+00,12:08:00,B,F,19,Leg,2600 BLOCK W Sterner St,-75.17531309,39.99713186,0
2016,2016-06-21 00:00:00+00,03:50:00,B,M,19,Foot,4800 BLOCK Germantown Ave,-75.16205802,40.02814637,0
2016,2016-06-21 00:00:00+00,03:50:00,B,M,16,Arm,4800 BLOCK Germantown Ave,-75.16205802,40.02814637,0
2016,2016-07-11 00:00:00+00,21:48:00,B,M,28,Multiple,3100 BLOCK N 30th St,-75.17877702,40.00362514,0
2016,2016-08-05 00:00:00+00,05:23:00,B,M,38,Multiple,3600 BLOCK N19th St,-75.15930575,40.00991494,0
2016,2016-10-22 00:00:00+00,01:19:00,B,M,16,Leg,2800 BLOCK N22nd St,-75.16695311,39.99735291,0
2016,2016-10-22 00:00:00+00,01:19:00,B,M,23,Multiple,2800 BLOCK N22nd St,-75.16695311,39.99735291,1
2016,2016-10-22 00:00:00+00,03:40:00,B,M,26,Unknown,3100 BLOCK NCarlisle St,-75.15411285,40.00113494,0
2016,2016-11-11 00:00:00+00,10:28:00,B,M,34,Multiple,3800 BLOCK N18th St,-75.15719995,40.0121311,1
2018,2018-08-06 00:00:00+00,06:04:00,B,M,59,Multiple,4800 BLOCK Knox St,-75.16476851,40.02539416,1
2017,2017-05-28 00:00:00+00,14:30:00,B,M,39,Stomach,2400 BLOCK W Elkhart St,-75.1701129,40.00136488,0
2017,2017-10-21 00:00:00+00,15:04:00,B,M,3,Head,3600 BLOCK N 18th St,-75.1576765,40.0095323,0
2017,2017-10-23 00:00:00+00,23:29:00,B,M,25,Multiple,2700 BLOCK N 15th St,-75.15609746,39.99497524,1
2017,2017-03-19 00:00:00+00,07:21:00,B,M,28,Multiple,1900 BLOCK Roberts St,-75.15806969,40.02151548,1
2019,2019-08-14 00:00:00+00,16:30:00,W,M,32,Multiple,3700 BLOCK N 15TH ST,-75.15288838,40.00950439,0
2019,2019-08-14 00:00:00+00,16:30:00,W,M,42,Hand,3700 BLOCK N 15TH ST,-75.15288838,40.00950439,0
2016,2016-04-01 00:00:00+00,04:33:00,B,M,30,Chest,2200 BLOCK W Indiana St,-75.16774818,40.00020782,1
2021,2021-01-19 00:00:00+00,19:24:00,B,M,44,Multiple,2800 BLOCK N BONSALL ST,-75.16940053,39.99751285,0
2017,2017-02-25 00:00:00+00,08:18:00,B,F,26,Multiple,2700 BLOCK NLehigh Ave,,,0
2022,2022-11-18 00:00:00+00,22:08:00,B,F,27,Multiple,1500 BLOCK W GLENWOOD AVE,-75.15640525,39.99583838,0
2015,2015-12-23 00:00:00+00,10:30:00,B,M,32,Shoulder,2100 BLOCK W Allegheny Ave,-75.16500466,40.00309809,0
2015,2015-12-22 00:00:00+00,21:45:00,B,M,26,Multiple,3000 BLOCK Carlisle St,-75.1734844,39.91306023,1
2015,2015-11-20 00:00:00+00,15:45:00,B,M,16,Leg,1700 BLOCK W Ontario St,-75.15781079,40.00538748,0
2016,2016-07-05 00:00:00+00,02:05:00,B,M,28,Multiple,1900 BLOCK Rowan St,-75.15722523,40.0195745,1
2016,2016-07-23 00:00:00+00,11:32:00,B,M,18,Multiple,2400 BLOCK WLehigh Ave,-75.17139615,39.99619429,0
2016,2016-11-16 00:00:00+00,21:30:00,B,M,24,Multiple,17th & Erie Ave,-75.15603092,40.00987714,0
2016,2016-11-21 00:00:00+00,14:13:00,B,M,23,Head,3500 BLOCK N 15th St,-75.1535634,40.00641868,1
2016,2016-11-21 00:00:00+00,14:13:00,B,M,21,Multiple,3500 BLOCK N 15th St,-75.1535634,40.00641868,0
2015,2015-11-15 00:00:00+00,03:25:00,B,M,26,Chest,3700 BLOCK N 17th St,-75.15604546,40.00989303,0
2016,2016-12-06 00:00:00+00,12:33:00,B,M,39,Leg,1400 BLOCK W Wingohocking St,-75.14860047,40.02147541,1
2016,2016-12-06 00:00:00+00,12:33:00,B,M,22,Multiple,1400 BLOCK W Wingohocking St,-75.14860047,40.02147541,1
2015,2015-11-10 00:00:00+00,15:16:00,B,M,22,Leg,3800 BLOCK N 15th St,-75.15238589,40.01196907,0
2022,2022-10-22 00:00:00+00,09:12:00,B,M,26,Multiple,1600 BLOCK W GLENWOOD AV,-75.1584036,39.99509349,0
2022,2022-10-12 00:00:00+00,16:57:00,B,M,42,Chest,3100 BLOCK N STILLMAN ST,-75.17146027,40.00281935,1
2022,2022-10-01 00:00:00+00,22:51:00,B,M,61,Arm,300 BLOCK W QUEEN LANE,-75.17404669,40.02657464,0
2022,2022-08-27 00:00:00+00,20:36:00,B,M,66,Arm,2200 BLOCK W LEHIGH ST,-75.16824351,39.99593091,0
2022,2022-08-27 00:00:00+00,20:36:00,B,F,22,Multiple,2200 BLOCK W LEHIGH ST,-75.16824351,39.99593091,0
2022,2022-07-25 00:00:00+00,18:30:00,B,M,22,Head,2700 BLOCK N RINGGOLD ST,-75.17112111,39.99688605,1
2022,2022-06-05 00:00:00+00,10:59:00,B,M,18,Leg,3500 BLOCK N GRATZ ST,-75.15891784,40.00792474,0
2022,2022-06-04 00:00:00+00,04:03:00,B,M,38,Multiple,4100 BLOCK N BROAD ST,-75.14972741,40.01657974,1
2022,2022-02-18 00:00:00+00,18:43:00,B,M,37,Groin,2700 BLOCK N 27TH ST,-75.1755006,39.99689915,0
2015,2015-09-21 00:00:00+00,03:35:00,B,M,50,Back,2000 BLOCK W Cambria St,-75.16509698,39.9985255,1
2015,2015-08-01 00:00:00+00,12:34:00,B,M,36,Back,3700 BLOCK Carlisle St,-75.15215751,40.00942175,0
2015,2015-07-08 00:00:00+00,20:21:00,B,M,24,Multiple,2600 BLOCK W Cambria St,-75.1733176,39.99951643,1
2015,2015-06-21 00:00:00+00,01:55:00,B,M,24,Chest,2700 BLOCK N 29th St,-75.17839099,39.99825562,1
2015,2015-01-21 00:00:00+00,23:11:00,B,M,38,Multiple,4400 BLOCK N Gratz St,-75.15605849,40.02208652,0
2016,2016-06-10 00:00:00+00,02:26:00,B,M,28,Multiple,1500 BLOCK WErie St,-75.15301942,40.00941758,0
2020,2020-07-09 00:00:00+00,10:24:00,B,M,27,Multiple,2300 BLOCK W INDIANA AVE,-75.16821375,40.00040894,1
2022,2022-02-04 00:00:00+00,22:36:00,B,M,51,Multiple,1400 BLOCK W TORONTO ST,-75.15400141,39.99938046,1
2017,2017-04-06 00:00:00+00,01:48:00,B,M,38,Multiple,2100 BLOCK WVenago St,-75.16306024,40.00953371,1
2017,2017-01-23 00:00:00+00,19:00:00,B,M,19,Leg,3400 BLOCK N 21st St,-75.16347604,40.00690857,0
2017,2017-05-24 00:00:00+00,08:13:00,B,M,40,Head,2700 BLOCK N Dover St,-75.17799835,39.99702051,1
2017,2017-05-24 00:00:00+00,16:22:00,B,M,41,Multiple,2700 BLOCK N Dover St,-75.17799835,39.99702051,0
2017,2017-05-24 00:00:00+00,16:22:00,B,M,25,Buttocks,2700 BLOCK N Dover St,-75.17799835,39.99702051,0
2017,2017-07-18 00:00:00+00,20:06:00,B,F,22,Multiple,3700 BLOCK Pulaski Ave,-75.15596949,40.01134519,0
2017,2017-07-29 00:00:00+00,04:33:00,B,M,18,Arm,1700 BLOCK Pacific St,-75.1567927,40.00930999,0
2017,2017-09-28 00:00:00+00,21:44:00,B,M,29,Head,2000 BLOCK W Cambria St,-75.16516015,39.99853383,1
